,0,1,2,3,4,5,6,7
0,83118.92634403924,21246.872685279166,15172.325905103615,20032.767135407965,53609.480168765236,84292.07732706421,3.6191913393390907e+282,
1,82847.2755269619,21555.381925259404,13881.923833969136,20243.303881643566,53418.44760236519,85783.56682078299,,
2,83203.01161443561,21311.23833527053,13967.105482165012,19628.786628755115,52681.841159450625,85417.98524503678,,
3,83073.49878661713,21482.09328875945,14726.06033171235,20627.544785566522,59427.3840795812,85660.27320995004,,
4,82977.69739319381,21561.811303591316,16558.505905929498,20409.59008490003,62088.251842388745,82461.07318780468,,
5,83439.26812296375,21142.646602504916,16351.72916150993,20116.738250285227,53726.033088503,85417.88932894947,,
6,83161.94665427701,21057.28670543454,14963.29928682745,21598.605562585137,52802.67029127244,85281.41416381502,,
7,82593.82100239911,22278.429059628637,14174.501313339995,21307.73610584334,48106.26378361085,85390.47687257499,inf,
8,83172.51920938557,21726.788550560384,17876.712725767175,20333.04374674414,60722.819123344656,47013482.50200578,,
9,84861.78142027394,36982.534056867335,38085.46213994028,47604.479908993526,72266.04897232566,85490.19324647637,inf,
